,imdb_title_id,title,original_title,year,DATE,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,CPI_Multiplier,budget_adj,genre2,oscar,oscar2
3953,tt0108539,Weekend con il morto 2,Weekend at Bernie's II,1993,1993,"Adventure, Comedy, Fantasy",97,USA,English,Robert Klane,"Robert Klane, Robert Klane",Artimm,"Andrew McCarthy, Jonathan Silverman, Terry Kiser, Troy Byer, Barry Bostwick, Tom Wright, Steve James, Novella Nelson, Phil Coccioletti, Gary Dourdan, James Lally, Michael Rogers, Stack Pierce, Constance Shulman, Jennie Moreau",Larry and Richard use a voodoo-revived corpse to track down hidden money to clear their names.,4.9,12436,7000000,12741891,$ 12741891,,54.0,14.0,1.9147546362060766,13.403282453442536,Comedy,False,False
3954,tt0108550,Buon compleanno Mr. Grape,What's Eating Gilbert Grape,1993,1994,Drama,118,USA,English,Lasse Hallström,"Peter Hedges, Peter Hedges",Paramount Pictures,"Johnny Depp, Leonardo DiCaprio, Juliette Lewis, Mary Steenburgen, Darlene Cates, Laura Harrington, Mary Kate Schellhardt, Kevin Tighe, John C. Reilly, Crispin Glover, Penelope Branning, Tim Green, Susan Loughran, Robert B. Hedges, Mark Jordan",A young man in a small Midwestern town struggles to care for his mentally-disabled younger brother and morbidly obese mother while attempting to pursue his own happiness.,7.8,210322,11000000,10032765,$ 10032765,73.0,352.0,90.0,1.8661262844186322,20.527389128604952,Drama,True,True
3955,tt0108551,Tina - What's Love Got to Do with It,What's Love Got to Do with It,1993,1993,"Biography, Drama, Music",118,USA,English,Brian Gibson,"Tina Turner, Kurt Loder",Touchstone Pictures,"RaéVen Kelly, Virginia Capers, Dororthy Thorton, Demetrice Cheathon, Nita Woods Allen, Helen Marie Lovelace, Natalie Wilson, Seymour Daniel Jr., David McKinney, Jayd Stanfield, Maurice O'Neal, Frank Rasberry, Monroe Howard, Serist Roberts, Wakeen Best",The story of singer,7.3,16616,15000000,39100956,$ 39100956,,68.0,21.0,1.9147546362060766,28.72131954309115,Drama,False,False
3959,tt0109040,Ace Ventura - L'acchiappanimali,Ace Ventura: Pet Detective,1994,1994,Comedy,86,USA,English,Tom Shadyac,"Jack Bernstein, Jack Bernstein",Morgan Creek Entertainment,"Jim Carrey, Courteney Cox, Sean Young, Tone Loc, Dan Marino, Noble Willingham, Troy Evans, Raynor Scheine, Udo Kier, Frank Adonis, Tiny Ron, David Margulies, John Capodice, Judy Clayton, Bill Zuckert",A goofy detective specializing in animals goes in search of the missing mascot of the Miami Dolphins.,6.9,272350,15000000,72217396,$ 107217396,37.0,295.0,80.0,1.8661262844186322,27.99189426627948,Comedy,False,False
3961,tt0109127,Angels,Angels in the Outfield,1994,1995,"Comedy, Family, Fantasy",102,USA,English,William Dear,"Dorothy Kingsley, George Wells",Caravan Pictures,"Danny Glover, Brenda Fricker, Tony Danza, Christopher Lloyd, Ben Johnson, Jay O. Sanders, Joseph Gordon-Levitt, Milton Davis Jr., Taylor Negron, Tony Longo, Neal McDonough, Stoney Jackson, Adrien Brody, Tim Conlon, Matthew McConaughey","When a boy prays for a chance to have a family if the California Angels win the pennant, angels are assigned to make that possible.",6.2,28606,24000000,50236831,$ 50236831,44.0,64.0,23.0,1.8151732309775144,43.56415754346035,Family,True,True
3962,tt0109190,Baby Birba - Un giorno in libertà,Baby's Day Out,1994,1994,"Adventure, Comedy, Crime",99,USA,English,Patrick Read Johnson,John Hughes,Twentieth Century Fox,"Joe Mantegna, Lara Flynn Boyle, Joe Pantoliano, Brian Haley, Cynthia Nixon, Fred Thompson, John Neville, Matthew Glave, Adam Robert Worton, Jacob Joseph Worton, Brigid Duffy, Guy Hadley, Eddie Bracken, Kenneth L. Jordahl, Raymond Henders","After three kidnappers lose the baby they have kidnapped, both the cops and kidnappers go looking for the baby.",6.1,44688,48000000,16827402,$ 16827402,,93.0,26.0,1.8661262844186322,89.57406165209434,Comedy,False,False
3964,tt0109219,Barcelona,Barcelona,1994,1994,"Comedy, Drama, Romance",101,USA,"English, Spanish",Whit Stillman,Whit Stillman,Barcelona Films,"Taylor Nichols, Chris Eigeman, Tushka Bergen, Mira Sorvino, Pep Munné, Hellena Taylor, Núria Badia, Thomas Gibson, Jack Gilpin, Pere Ponce, Laura López, Francis Creighton, Edmon Roch, Diana Sassen, Àngels Bassas","Ted, a stuffy white guy from Illinois working in sales for the Barcelona office of a US corporation, is paid an unexpected visit by his somewhat less stuffy cousin Fred, who is an officer ...",7.0,5587,3200000,7266973,$ 7266973,74.0,51.0,43.0,1.8661262844186322,5.971604110139623,Comedy,True,False
3965,tt0109254,Beverly Hills Cop III - Un piedipiatti a Beverly Hills III,Beverly Hills Cop III,1994,1994,"Action, Comedy, Crime",104,USA,English,John Landis,"Danilo Bach, Daniel Petrie Jr.",Paramount Pictures,"Eddie Murphy, Jon Tenney, Joey Travolta, Eugene Collier, Jimmy Ortega, Ousaun Elam, Ray Lykins, Tim Gilbert, Rick Avery, Gilbert R. Hill, Dick Purtan, Fred Asparagus, Louis Lombardi, Lindsey Ginter, Timothy Carhart","Axel Foley, while investigating a car theft ring, comes across something much bigger than that: the same men who killed his boss are running a counterfeit money ring out of a theme park in Los Angeles.",5.6,74684,50000000,42614912,$ 119208989,16.0,145.0,48.0,1.8661262844186322,93.30631422093161,Comedy,True,False
3968,tt0109303,Blown Away - Follia esplosiva,Blown Away,1994,1994,"Action, Crime, Drama",121,USA,"English, Irish",Stephen Hopkins,"John Rice, Joe Batteer",Metro-Goldwyn-Mayer (MGM),"Jeff Bridges, Tommy Lee Jones, Suzy Amis, Lloyd Bridges, Forest Whitaker, Stephi Lineburg, John Finn, Caitlin Clarke, Christofer de Oni, Loyd Catlett, Ruben Santiago-Hudson, Lucinda Weist, Brendan Burns, Tricia Heine, Josh McLaglen",An Irish bomber escapes from prison and targets a member of the Boston bomb squad.,6.3,27714,28000000,30156002,$ 30156002,,81.0,43.0,1.8661262844186322,52.2515359637217,Action,True,True
3970,tt0109348,Pallottole su Broadway,Bullets Over Broadway,1994,1995,"Comedy, Crime",98,USA,English,Woody Allen,"Woody Allen, Douglas McGrath",Miramax,"John Cusack, Dianne Wiest, Jennifer Tilly, Chazz Palminteri, Mary-Louise Parker, Jack Warden, Joe Viterelli, Rob Reiner, Tracey Ullman, Jim Broadbent, Harvey Fierstein, Stacey Nelkin, Malgorzata Zajaczkowska, Charles Cragin, Nina von Arx","In New York in 1928, a struggling playwright is forced to cast a mobster's talentless girlfriend in his latest drama in order to get it produced.",7.4,34792,20000000,13383747,$ 13383747,,90.0,67.0,1.8151732309775144,36.30346461955029,Comedy,True,True
3972,tt0109417,China Moon - Luna di sangue,China Moon,1994,1994,"Crime, Drama, Mystery",99,USA,English,John Bailey,Roy Carlson,Tig Productions,"Ed Harris, Madeleine Stowe, Charles Dance, Patricia Healy, Benicio Del Toro, Tim Powell, Pruitt Taylor Vince, Larry Shuler, Robb Edward Morris, Paul Darby, Theresa Bean, Allen Prince, Sam Myers, Anson Funderburgh, Matt McCabe","Detective Kyle Bodine falls for Rachel Munro who is trapped in a violent marriage. After shooting her husband, Kyle reluctantly agrees to help hide the body, but Kyle's partner is showing an unusual flair for finding clues.",6.3,5844,15000000,3038499,$ 3038499,,55.0,23.0,1.8661262844186322,27.99189426627948,Drama,True,False
3975,tt0109445,Clerks - Commessi,Clerks,1994,1995,Comedy,92,USA,English,Kevin Smith,Kevin Smith,View Askew Productions,"Brian O'Halloran, Jeff Anderson, Marilyn Ghigliotti, Lisa Spoonauer, Jason Mewes, Kevin Smith, Scott Mosier, Scott Schiaffo, Al Berkowitz, Walter Flanagan, Ed Hapstak, Lee Bendick, David Klein, Pattijean Csik, Ken Clark","A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof.",7.7,209206,27000,3151130,$ 3151130,70.0,649.0,138.0,1.8151732309775144,0.04900967723639289,Comedy,False,False
3976,tt0109446,Il cliente,The Client,1994,1994,"Crime, Drama, Mystery",119,USA,English,Joel Schumacher,"John Grisham, Akiva Goldsman",Warner Bros.,"Susan Sarandon, Tommy Lee Jones, Mary-Louise Parker, Anthony LaPaglia, J.T. Walsh, Anthony Edwards, Brad Renfro, Will Patton, Bradley Whitford, Anthony Heald, Kim Coates, Kimberly Scott, David Speck, William H. Macy, Ossie Davis",A young boy who witnessed the suicide of a mafia lawyer hires an attorney to protect him when the District Attorney tries to use him to take down a mob family.,6.8,58793,45000000,92115211,$ 117615211,65.0,112.0,50.0,1.8661262844186322,83.97568279883845,Drama,True,True
3977,tt0109447,Ma chi me l'ha fatto fare!,Clifford,1994,1994,Comedy,90,USA,English,Paul Flaherty,"William Porter, Steven Kampmann","Morra, Brezner, Steinberg and Tenenbaum Entertainment (MBST)","Martin Short, Charles Grodin, Mary Steenburgen, Dabney Coleman, Richard Kind, Jennifer Savidge, Brandis Kemp, Ben Savage, Don Galloway, Tim Lane, Susan Varon, Josh Seal, Kevin Mockrin, Timothy Stack, Marianne Muellerleile","Clifford is a ten-year-old troublemaker, who puts not only his parents through hell, but also his uncle with whom his parents have discarded him to.",5.5,6610,19000000,7408745,$ 7408745,,94.0,18.0,1.8661262844186322,35.456399403954016,Comedy,True,True
3978,tt0109456,Il colore della notte,Color of Night,1994,1994,"Mystery, Romance, Thriller",121,USA,English,Richard Rush,"Billy Ray, Matthew Chapman",Cinergi Pictures Entertainment,"Bruce Willis, Jane March, Rubén Blades, Lesley Ann Warren, Scott Bakula, Brad Dourif, Lance Henriksen, Kevin J. O'Connor, Andrew Lowery, Eriq La Salle, Jeff Corey, Kathleen Wilhoite, Shirley Knight, John Bower, Avi Korein","A color-blind psychiatrist Bill Capa is stalked by an unknown killer after taking over his murdered friend's therapy group, all of whom have a connection to a mysterious young woman that Capa begins having intense sexual encounters with.",5.2,22379,40000000,19726050,$ 19726050,36.0,125.0,63.0,1.8661262844186322,74.64505137674529,Thriller,True,True
3981,tt0109506,Il corvo - The Crow,The Crow,1994,1994,"Action, Drama, Fantasy",102,USA,English,Alex Proyas,"James O'Barr, David J. Schow",Crowvision Inc.,"Brandon Lee, Rochelle Davis, Ernie Hudson, Michael Wincott, Bai Ling, Sofia Shinas, Anna Thomson, David Patrick Kelly, Angel David, Laurence Mason, Michael Massee, Tony Todd, Jon Polito, Bill Raymond, Marco Rodríguez",A man brutally murdered comes back to life as an undead avenger of his and his fiancée's murder.,7.6,163631,23000000,50693129,$ 50693129,71.0,609.0,150.0,1.8661262844186322,42.92090454162854,Action,False,False
3985,tt0109635,Rivelazioni,Disclosure,1994,1995,"Drama, Thriller",128,USA,English,Barry Levinson,"Michael Crichton, Paul Attanasio",Warner Bros.,"Michael Douglas, Demi Moore, Donald Sutherland, Caroline Goodall, Roma Maffia, Dylan Baker, Rosemary Forsyth, Dennis Miller, Suzie Plakson, Nicholas Sadler, Jacqueline Kim, Joe Urla, Michael Chieffo, Joseph Attanasio, Faryn Einhorn","A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life.",6.1,45550,55000000,83015089,$ 214015089,58.0,105.0,64.0,1.8151732309775144,99.83452770376329,Thriller,True,True
3987,tt0109676,Omicidio nel vuoto,Drop Zone,1994,1995,"Action, Adventure, Thriller",101,USA,English,John Badham,"Tony Griffin, Guy Manos",Paramount Pictures,"Wesley Snipes, Gary Busey, Yancy Butler, Michael Jeter, Corin Nemec, Kyle Secor, Luca Bercovici, Malcolm-Jamal Warner, Rex Linn, Grace Zabriskie, Robert LaSardo, Sam Hennings, Claire Stansfield, Mickey Jones, Andy Romano",A tough cop teams up with a professional skydiver to capture a renegade computer hacker on the run from the law.,5.6,18953,45000000,28735315,$ 28735315,,51.0,28.0,1.8151732309775144,81.68279539398814,Action,True,True
3988,tt0109686,Scemo & più scemo,Dumb and Dumber,1994,1995,Comedy,107,USA,"English, Swedish, German","Peter Farrelly, Bobby Farrelly","Peter Farrelly, Bennett Yellin",New Line Cinema,"Jim Carrey, Jeff Daniels, Lauren Holly, Mike Starr, Karen Duffy, Charles Rocket, Victoria Rowell, Joe Baker, Hank Brandt, Teri Garr, Brady Bluhm, Cam Neely, Felton Perry, Brad Lockerman, Rob Moran","After a woman leaves a briefcase at the airport terminal, a dumb limo driver and his dumber friend set out on a hilarious cross-country road trip to Aspen to return it.",7.3,347396,17000000,127175374,$ 247275374,41.0,474.0,94.0,1.8151732309775144,30.857944926617744,Comedy,True,True
3989,tt0109707,Ed Wood,Ed Wood,1994,1995,"Biography, Comedy, Drama",127,USA,English,Tim Burton,"Rudolph Grey, Scott Alexander",Touchstone Pictures,"Johnny Depp, Martin Landau, Sarah Jessica Parker, Patricia Arquette, Jeffrey Jones, G.D. Spradlin, Vincent D'Onofrio, Bill Murray, Mike Starr, Max Casella, Brent Hinkley, Lisa Marie, George 'The Animal' Steele, Juliet Landau, Clive Rosengren",Ambitious but troubled movie director,7.8,162933,18000000,5887457,$ 5887457,70.0,464.0,155.0,1.8151732309775144,32.673118157595255,Comedy,True,True
3991,tt0109758,Exit to Eden,Exit to Eden,1994,1994,"Comedy, Crime, Romance",113,USA,English,Garry Marshall,"Anne Rice, Deborah Amelon",Savoy Pictures,"Dana Delany, Paul Mercurio, Rosie O'Donnell, Dan Aykroyd, Hector Elizondo, Stuart Wilson, Iman, Sean O'Bryan, Stephanie Niznik, Phil Redrow, Sandra Taylor, Julie Hughes, Laurelle Mehus, Tom Hines, Alison Moir","Elliot heads for the sexual fantasy island, Eden. He takes some photos of diamond smugglers. They and undercover cops want the photos and follow him to Eden.",4.3,6409,25000000,6841570,$ 6841570,,68.0,17.0,1.8661262844186322,46.653157110465806,Comedy,True,True
3995,tt0109813,I Flintstones,The Flintstones,1994,1994,"Comedy, Family, Fantasy",91,USA,English,Brian Levant,"Tom S. Parker, Jim Jennewein",Universal Pictures,"John Goodman, Elizabeth Perkins, Rick Moranis, Rosie O'Donnell, Kyle MacLachlan, Halle Berry, Elizabeth Taylor, Dann Florek, Richard Moll, Irwin Keyes, Jonathan Winters, Harvey Korman, Elaine Silver, Melanie Silver, Hlynur Sigurðsson","In a parallel modern-day Stone Age world, a working-class family, the Flintstones, are set up for an executive job. But they learn that money can't buy happiness.",4.9,74414,46000000,130531208,$ 341631208,38.0,114.0,48.0,1.8661262844186322,85.84180908325708,Family,True,True
3996,tt0109830,Forrest Gump,Forrest Gump,1994,1994,"Drama, Romance",142,USA,English,Robert Zemeckis,"Winston Groom, Eric Roth",Paramount Pictures,"Tom Hanks, Rebecca Williams, Sally Field, Michael Conner Humphreys, Harold G. Herthum, George Kelly, Bob Penny, John Randall, Sam Anderson, Margo Moorer, Ione M. Telech, Christine Seabrook, John Worsham, Peter Dobson, Siobhan Fallon Hogan","The presidencies of Kennedy and Johnson, the events of Vietnam, Watergate and other historical events unfold through the perspective of an Alabama man with an IQ of 75, whose only desire is to be reunited with his childhood sweetheart.",8.8,1755490,55000000,330455270,$ 678229452,82.0,2416.0,169.0,1.8661262844186322,102.63694564302477,Romance,True,True
3997,tt0109838,Freaked - sgorbi,Freaked,1993,1994,"Comedy, Sci-Fi",86,USA,English,"Tom Stern, Alex Winter","Tim Burns, Tom Stern",Chiodo Brothers Productions,"Brooke Shields, William Sadler, Eduardo Ricard, Henry Carbo, Deep Roy, Mihaly 'Michu' Meszaros, Brian Brophy, Michael Stoyanov, Morgan Fairchild, Alex Zuckerman, Megan Ward, Randy Quaid, Jaime Cardriche, Nicholas Cohn, Derek McGrath","A vain actor, his best friend, and an activist end up at a mutant freak farm run by a weirdo scientist.",6.4,6238,11000000,29296,$ 29296,,77.0,62.0,1.8661262844186322,20.527389128604952,Comedy,True,True
3999,tt0109951,"Cara, insopportabile Tess",Guarding Tess,1994,1994,"Comedy, Drama",96,USA,English,Hugh Wilson,"Hugh Wilson, Pj Torokvei",Channel Films,"Shirley MacLaine, Nicolas Cage, Austin Pendleton, Edward Albert, James Rebhorn, Richard Griffiths, John Roselius, David Graf, Don Yesso, James Lally, Brant von Hoffman, Harry Lennix, Susan Blommaert, Dale Dye, James Handy","A former U.S. First Lady wants a particular Secret Service agent to head her bodyguard detail, even though he can't stand her.",6.2,15356,20000000,27058304,$ 27058304,46.0,53.0,26.0,1.8661262844186322,37.32252568837264,Comedy,True,True
4004,tt0110099,Genio per amore,I.Q.,1994,1995,"Comedy, Romance",100,USA,"English, German",Fred Schepisi,"Andy Breckman, Andy Breckman",Paramount Pictures,"Tim Robbins, Meg Ryan, Walter Matthau, Lou Jacobi, Gene Saks, Joseph Maher, Stephen Fry, Tony Shalhoub, Frank Whaley, Charles Durning, Keene Curtis, Alice Playten, Danny Zorn, Helen Hanft, Roger Berlind","A mechanic romances the mathematician niece of physicist Albert Einstein, with help from him and his friends.",6.2,23273,25000000,26381221,$ 26381221,66.0,81.0,33.0,1.8151732309775144,45.37933077443786,Comedy,True,True
4006,tt0110148,Intervista col vampiro,Interview with the Vampire: The Vampire Chronicles,1994,1994,"Drama, Horror",123,USA,"English, French",Neil Jordan,"Anne Rice, Anne Rice",Geffen Pictures,"Brad Pitt, Christian Slater, Virginia McCollam, John McConnell, Tom Cruise, Mike Seelig, Bellina Logan, Thandie Newton, Lyla Hay Owen, Lee E. Scharfstein, Indra Ové, Helen McCrory, Monte Montague, Kirsten Dunst, Nathalie Bloch-Lainé","A vampire tells his epic life story: love, betrayal, loneliness, and hunger.",7.5,289538,60000000,105264608,$ 223664608,59.0,466.0,67.0,1.8661262844186322,111.96757706511792,Horror,True,True
4007,tt0110167,Può succedere anche a te,It Could Happen to You,1994,1995,"Comedy, Drama, Romance",101,USA,"English, Spanish",Andrew Bergman,Jane Anderson,TriStar Pictures,"Nicolas Cage, Bridget Fonda, Rosie Perez, Wendell Pierce, Isaac Hayes, Víctor Rojas, Seymour Cassel, Stanley Tucci, J.E. Freeman, Red Buttons, Richard Jenkins, Robert Dorfman, Charles Busch, Beatrice Winde, Ginny Yang",A police officer promises to share his lottery ticket with a waitress in lieu of a tip.,6.4,34760,20000000,37939757,$ 37939757,64.0,90.0,38.0,1.8151732309775144,36.30346461955029,Comedy,True,True
